index,build,test_index,PARALLEL,CPU,WINDOW,CONGESTION,NODELAY,THROUGHPUT,run_index
1094,IPerf,1094,7,1,2,cubic,Nagle disabled,159383552.0,0
1095,IPerf,1095,8,1,2,cubic,Nagle disabled,176160768.0,0
1096,IPerf,1096,1,2,2,cubic,Nagle disabled,20761804.8,0
1097,IPerf,1097,2,2,2,cubic,Nagle disabled,41523609.6,0
1098,IPerf,1098,3,2,2,cubic,Nagle disabled,65116569.6,0
1099,IPerf,1099,4,2,2,cubic,Nagle disabled,90911539.2,0
1100,IPerf,1100,5,2,2,cubic,Nagle disabled,119537664.0,0
1101,IPerf,1101,6,2,2,cubic,Nagle disabled,139460608.0,0
1102,IPerf,1102,7,2,2,cubic,Nagle disabled,157286400.0,0
1103,IPerf,1103,8,2,2,cubic,Nagle disabled,179306496.0,0
1104,IPerf,1104,1,3,2,cubic,Nagle disabled,19503513.6,0
1105,IPerf,1105,2,3,2,cubic,Nagle disabled,41523609.6,0
1106,IPerf,1106,3,3,2,cubic,Nagle disabled,62180556.8,0
1107,IPerf,1107,4,3,2,cubic,Nagle disabled,97307852.8,0
1108,IPerf,1108,5,3,2,cubic,Nagle disabled,132120576.0,0
1109,IPerf,1109,6,3,2,cubic,Nagle disabled,141557760.0,0
1110,IPerf,1110,7,3,2,cubic,Nagle disabled,173015040.0,0
1111,IPerf,1111,8,3,2,cubic,Nagle disabled,203423744.0,0
1112,IPerf,1112,1,4,2,cubic,Nagle disabled,19503513.6,0
1113,IPerf,1113,2,4,2,cubic,Nagle disabled,42047897.6,0
1114,IPerf,1114,3,4,2,cubic,Nagle disabled,65221427.2,0
1115,IPerf,1115,4,4,2,cubic,Nagle disabled,93218406.4,0
1116,IPerf,1116,5,4,2,cubic,Nagle disabled,135266304.0,0
1117,IPerf,1117,6,4,2,cubic,Nagle disabled,167772160.0,0
1118,IPerf,1118,7,4,2,cubic,Nagle disabled,181403648.0,0
1119,IPerf,1119,8,4,2,cubic,Nagle disabled,200278016.0,0
1120,IPerf,1120,1,5,2,cubic,Nagle disabled,19608371.2,0
1121,IPerf,1121,2,5,2,cubic,Nagle disabled,40999321.6,0
1122,IPerf,1122,3,5,2,cubic,Nagle disabled,60607692.8,0
1123,IPerf,1123,4,5,2,cubic,Nagle disabled,87870668.8,0
1124,IPerf,1124,5,5,2,cubic,Nagle disabled,111149056.0,0
1125,IPerf,1125,6,5,2,cubic,Nagle disabled,126877696.0,0
1126,IPerf,1126,7,5,2,cubic,Nagle disabled,164626432.0,0
1127,IPerf,1127,8,5,2,cubic,Nagle disabled,217055232.0,0
1128,IPerf,1128,1,6,2,cubic,Nagle disabled,20656947.2,0
1129,IPerf,1129,2,6,2,cubic,Nagle disabled,39321600.0,0
1130,IPerf,1130,3,6,2,cubic,Nagle disabled,60188262.4,0
1131,IPerf,1131,4,6,2,cubic,Nagle disabled,86192947.2,0
1132,IPerf,1132,5,6,2,cubic,Nagle disabled,108003328.0,0
1133,IPerf,1133,6,6,2,cubic,Nagle disabled,132120576.0,0
1134,IPerf,1134,7,6,2,cubic,Nagle disabled,164626432.0,0
1135,IPerf,1135,8,6,2,cubic,Nagle disabled,181403648.0,0
1136,IPerf,1136,1,7,2,cubic,Nagle disabled,19084083.2,0
1137,IPerf,1137,2,7,2,cubic,Nagle disabled,38273024.0,0
1138,IPerf,1138,3,7,2,cubic,Nagle disabled,62704844.8,0
1139,IPerf,1139,4,7,2,cubic,Nagle disabled,79796633.6,0
1140,IPerf,1140,5,7,2,cubic,Nagle disabled,108003328.0,0
1141,IPerf,1141,6,7,2,cubic,Nagle disabled,138412032.0,0
1142,IPerf,1142,7,7,2,cubic,Nagle disabled,168820736.0,0
1143,IPerf,1143,8,7,2,cubic,Nagle disabled,195035136.0,0
1144,IPerf,1144,1,8,2,cubic,Nagle disabled,19188940.8,0
1145,IPerf,1145,2,8,2,cubic,Nagle disabled,40370176.0,0
1146,IPerf,1146,3,8,2,cubic,Nagle disabled,60083404.8,0
1147,IPerf,1147,4,8,2,cubic,Nagle disabled,80950067.2,0
1148,IPerf,1148,5,8,2,cubic,Nagle disabled,106954752.0,0
1149,IPerf,1149,6,8,2,cubic,Nagle disabled,132120576.0,0
1150,IPerf,1150,7,8,2,cubic,Nagle disabled,158334976.0,0
1151,IPerf,1151,8,8,2,cubic,Nagle disabled,199229440.0,0
1152,IPerf,1152,1,1,4,cubic,Nagle disabled,19084083.2,0
1153,IPerf,1153,2,1,4,cubic,Nagle disabled,50226790.4,0
1154,IPerf,1154,3,1,4,cubic,Nagle disabled,74973184.0,0
1155,IPerf,1155,4,1,4,cubic,Nagle disabled,95210700.8,0
1156,IPerf,1156,5,1,4,cubic,Nagle disabled,119537664.0,0
1157,IPerf,1157,6,1,4,cubic,Nagle disabled,137363456.0,0
1158,IPerf,1158,7,1,4,cubic,Nagle disabled,183500800.0,0
1159,IPerf,1159,8,1,4,cubic,Nagle disabled,190840832.0,0
1160,IPerf,1160,1,2,4,cubic,Nagle disabled,20656947.2,0
1161,IPerf,1161,2,2,4,cubic,Nagle disabled,42886758.4,0
1162,IPerf,1162,3,2,4,cubic,Nagle disabled,64277708.8,0
1163,IPerf,1163,4,2,4,cubic,Nagle disabled,94791270.4,0
1164,IPerf,1164,5,2,4,cubic,Nagle disabled,120586240.0,0
1165,IPerf,1165,6,2,4,cubic,Nagle disabled,144703488.0,0
1166,IPerf,1166,7,2,4,cubic,Nagle disabled,175112192.0,0
1167,IPerf,1167,8,2,4,cubic,Nagle disabled,193986560.0,0
1168,IPerf,1168,1,3,4,cubic,Nagle disabled,20237516.8,0
1169,IPerf,1169,2,3,4,cubic,Nagle disabled,42572185.6,0
1170,IPerf,1170,3,3,4,cubic,Nagle disabled,67842867.2,0
1171,IPerf,1171,4,3,4,cubic,Nagle disabled,96259276.8,0
1172,IPerf,1172,5,3,4,cubic,Nagle disabled,131072000.0,0
1173,IPerf,1173,6,3,4,cubic,Nagle disabled,153092096.0,0
1174,IPerf,1174,7,3,4,cubic,Nagle disabled,169869312.0,0
1175,IPerf,1175,8,3,4,cubic,Nagle disabled,208666624.0,0
1176,IPerf,1176,1,4,4,cubic,Nagle disabled,20761804.8,0
1177,IPerf,1177,2,4,4,cubic,Nagle disabled,40475033.6,0
1178,IPerf,1178,3,4,4,cubic,Nagle disabled,70044876.8,0
1179,IPerf,1179,4,4,4,cubic,Nagle disabled,97832140.8,0
1180,IPerf,1180,5,4,4,cubic,Nagle disabled,121634816.0,0
1181,IPerf,1181,6,4,4,cubic,Nagle disabled,161480704.0,0
1182,IPerf,1182,7,4,4,cubic,Nagle disabled,173015040.0,0
1183,IPerf,1183,8,4,4,cubic,Nagle disabled,220200960.0,0
1184,IPerf,1184,1,5,4,cubic,Nagle disabled,20656947.2,0
1185,IPerf,1185,2,5,4,cubic,Nagle disabled,41838182.4,0
1186,IPerf,1186,3,5,4,cubic,Nagle disabled,59559116.8,0
1187,IPerf,1187,4,5,4,cubic,Nagle disabled,89443532.8,0
1188,IPerf,1188,5,5,4,cubic,Nagle disabled,109051904.0,0
1189,IPerf,1189,6,5,4,cubic,Nagle disabled,140509184.0,0
1190,IPerf,1190,7,5,4,cubic,Nagle disabled,180355072.0,0
1191,IPerf,1191,8,5,4,cubic,Nagle disabled,196083712.0,0
1192,IPerf,1192,1,6,4,cubic,Nagle disabled,19608371.2,0
1193,IPerf,1193,2,6,4,cubic,Nagle disabled,43096473.6,0
1194,IPerf,1194,3,6,4,cubic,Nagle disabled,60712550.4,0
1195,IPerf,1195,4,6,4,cubic,Nagle disabled,83886080.0,0
1196,IPerf,1196,5,6,4,cubic,Nagle disabled,119537664.0,0
1197,IPerf,1197,6,6,4,cubic,Nagle disabled,128974848.0,0
1198,IPerf,1198,7,6,4,cubic,Nagle disabled,149946368.0,0
1199,IPerf,1199,8,6,4,cubic,Nagle disabled,202375168.0,0
1200,IPerf,1200,1,7,4,cubic,Nagle disabled,19608371.2,0
1201,IPerf,1201,2,7,4,cubic,Nagle disabled,40475033.6,0
1202,IPerf,1202,3,7,4,cubic,Nagle disabled,59034828.8,0
1203,IPerf,1203,4,7,4,cubic,Nagle disabled,82522931.2,0
1204,IPerf,1204,5,7,4,cubic,Nagle disabled,104752742.4,0
1205,IPerf,1205,6,7,4,cubic,Nagle disabled,136314880.0,0
1206,IPerf,1206,7,7,4,cubic,Nagle disabled,171966464.0,0
1207,IPerf,1207,8,7,4,cubic,Nagle disabled,200278016.0,0
1208,IPerf,1208,1,8,4,cubic,Nagle disabled,20132659.2,0
1209,IPerf,1209,2,8,4,cubic,Nagle disabled,41838182.4,0
1210,IPerf,1210,3,8,4,cubic,Nagle disabled,61761126.4,0
1211,IPerf,1211,4,8,4,cubic,Nagle disabled,85983232.0,0
1212,IPerf,1212,5,8,4,cubic,Nagle disabled,108003328.0,0
1213,IPerf,1213,6,8,4,cubic,Nagle disabled,138412032.0,0
1214,IPerf,1214,7,8,4,cubic,Nagle disabled,168820736.0,0
1215,IPerf,1215,8,8,4,cubic,Nagle disabled,187695104.0,0
1216,IPerf,1216,1,1,8,cubic,Nagle disabled,20132659.2,0
1217,IPerf,1217,2,1,8,cubic,Nagle disabled,48968499.2,0
1218,IPerf,1218,3,1,8,cubic,Nagle disabled,73924608.0,0
1219,IPerf,1219,4,1,8,cubic,Nagle disabled,91016396.8,0
1220,IPerf,1220,5,1,8,cubic,Nagle disabled,116391936.0,0
1221,IPerf,1221,6,1,8,cubic,Nagle disabled,160432128.0,0
1222,IPerf,1222,7,1,8,cubic,Nagle disabled,155189248.0,0
1223,IPerf,1223,8,1,8,cubic,Nagle disabled,195035136.0,0
1224,IPerf,1224,1,2,8,cubic,Nagle disabled,20132659.2,0
1225,IPerf,1225,2,2,8,cubic,Nagle disabled,46137344.0,0
1226,IPerf,1226,3,2,8,cubic,Nagle disabled,65745715.2,0
1227,IPerf,1227,4,2,8,cubic,Nagle disabled,98985574.4,0
1228,IPerf,1228,5,2,8,cubic,Nagle disabled,108003328.0,0
1229,IPerf,1229,6,2,8,cubic,Nagle disabled,137363456.0,0
1230,IPerf,1230,7,2,8,cubic,Nagle disabled,153092096.0,0
1231,IPerf,1231,8,2,8,cubic,Nagle disabled,206569472.0,0
1232,IPerf,1232,1,3,8,cubic,Nagle disabled,20656947.2,0
1233,IPerf,1233,2,3,8,cubic,Nagle disabled,45088768.0,0
1234,IPerf,1234,3,3,8,cubic,Nagle disabled,67423436.8,0
1235,IPerf,1235,4,3,8,cubic,Nagle disabled,102026444.8,0
1236,IPerf,1236,5,3,8,cubic,Nagle disabled,135266304.0,0
1237,IPerf,1237,6,3,8,cubic,Nagle disabled,138412032.0,0
1238,IPerf,1238,7,3,8,cubic,Nagle disabled,165675008.0,0
1239,IPerf,1239,8,3,8,cubic,Nagle disabled,187695104.0,0
1240,IPerf,1240,1,4,8,cubic,Nagle disabled,18979225.6,0
1241,IPerf,1241,2,4,8,cubic,Nagle disabled,40370176.0,0
1242,IPerf,1242,3,4,8,cubic,Nagle disabled,64382566.4,0
1243,IPerf,1243,4,4,8,cubic,Nagle disabled,104752742.4,0
1244,IPerf,1244,5,4,8,cubic,Nagle disabled,140509184.0,0
1245,IPerf,1245,6,4,8,cubic,Nagle disabled,167772160.0,0
1246,IPerf,1246,7,4,8,cubic,Nagle disabled,187695104.0,0
1247,IPerf,1247,8,4,8,cubic,Nagle disabled,221249536.0,0
1248,IPerf,1248,1,5,8,cubic,Nagle disabled,19713228.8,0
1249,IPerf,1249,2,5,8,cubic,Nagle disabled,37748736.0,0
1250,IPerf,1250,3,5,8,cubic,Nagle disabled,64067993.6,0
1251,IPerf,1251,4,5,8,cubic,Nagle disabled,111149056.0,0
1252,IPerf,1252,5,5,8,cubic,Nagle disabled,104543027.2,0
1253,IPerf,1253,6,5,8,cubic,Nagle disabled,145752064.0,0
1254,IPerf,1254,7,5,8,cubic,Nagle disabled,185597952.0,0
1255,IPerf,1255,8,5,8,cubic,Nagle disabled,204472320.0,0
1256,IPerf,1256,1,6,8,cubic,Nagle disabled,20237516.8,0
1257,IPerf,1257,2,6,8,cubic,Nagle disabled,38273024.0,0
1258,IPerf,1258,3,6,8,cubic,Nagle disabled,58510540.8,0
1259,IPerf,1259,4,6,8,cubic,Nagle disabled,87765811.2,0
1260,IPerf,1260,5,6,8,cubic,Nagle disabled,109051904.0,0
1261,IPerf,1261,6,6,8,cubic,Nagle disabled,134217728.0,0
1262,IPerf,1262,7,6,8,cubic,Nagle disabled,168820736.0,0
1263,IPerf,1263,8,6,8,cubic,Nagle disabled,200278016.0,0
1264,IPerf,1264,1,7,8,cubic,Nagle disabled,19713228.8,0
1265,IPerf,1265,2,7,8,cubic,Nagle disabled,38273024.0,0
1266,IPerf,1266,3,7,8,cubic,Nagle disabled,62285414.4,0
1267,IPerf,1267,4,7,8,cubic,Nagle disabled,83256934.4,0
1268,IPerf,1268,5,7,8,cubic,Nagle disabled,110100480.0,0
1269,IPerf,1269,6,7,8,cubic,Nagle disabled,132120576.0,0
1270,IPerf,1270,7,7,8,cubic,Nagle disabled,157286400.0,0
1271,IPerf,1271,8,7,8,cubic,Nagle disabled,196083712.0,0
1272,IPerf,1272,1,8,8,cubic,Nagle disabled,18979225.6,0
1273,IPerf,1273,2,8,8,cubic,Nagle disabled,42047897.6,0
1274,IPerf,1274,3,8,8,cubic,Nagle disabled,61761126.4,0
1275,IPerf,1275,4,8,8,cubic,Nagle disabled,81893785.6,0
1276,IPerf,1276,5,8,8,cubic,Nagle disabled,111149056.0,0
1277,IPerf,1277,6,8,8,cubic,Nagle disabled,135266304.0,0
1278,IPerf,1278,7,8,8,cubic,Nagle disabled,158334976.0,0
1279,IPerf,1279,8,8,8,cubic,Nagle disabled,220200960.0,0
1280,IPerf,1280,1,1,16,cubic,Nagle disabled,20132659.2,0
1281,IPerf,1281,2,1,16,cubic,Nagle disabled,48234496.0,0
1282,IPerf,1282,3,1,16,cubic,Nagle disabled,78223769.6,0
1283,IPerf,1283,4,1,16,cubic,Nagle disabled,98880716.8,0
1284,IPerf,1284,5,1,16,cubic,Nagle disabled,134217728.0,0
1285,IPerf,1285,6,1,16,cubic,Nagle disabled,157286400.0,0
1286,IPerf,1286,7,1,16,cubic,Nagle disabled,182452224.0,0
1287,IPerf,1287,8,1,16,cubic,Nagle disabled,193986560.0,0
1288,IPerf,1288,1,2,16,cubic,Nagle disabled,19084083.2,0
1289,IPerf,1289,2,2,16,cubic,Nagle disabled,45927628.8,0
1290,IPerf,1290,3,2,16,cubic,Nagle disabled,66060288.0,0
1291,IPerf,1291,4,2,16,cubic,Nagle disabled,91435827.2,0
1292,IPerf,1292,5,2,16,cubic,Nagle disabled,113246208.0,0
1293,IPerf,1293,6,2,16,cubic,Nagle disabled,141557760.0,0
1294,IPerf,1294,7,2,16,cubic,Nagle disabled,158334976.0,0
1295,IPerf,1295,8,2,16,cubic,Nagle disabled,175112192.0,0
1296,IPerf,1296,1,3,16,cubic,Nagle disabled,20237516.8,0
1297,IPerf,1297,2,3,16,cubic,Nagle disabled,51065651.2,0
1298,IPerf,1298,3,3,16,cubic,Nagle disabled,69310873.6,0
1299,IPerf,1299,4,3,16,cubic,Nagle disabled,100453580.8,0
1300,IPerf,1300,5,3,16,cubic,Nagle disabled,125829120.0,0
1301,IPerf,1301,6,3,16,cubic,Nagle disabled,156237824.0,0
1302,IPerf,1302,7,3,16,cubic,Nagle disabled,173015040.0,0
1303,IPerf,1303,8,3,16,cubic,Nagle disabled,202375168.0,0
1304,IPerf,1304,1,4,16,cubic,Nagle disabled,19084083.2,0
1305,IPerf,1305,2,4,16,cubic,Nagle disabled,41523609.6,0
1306,IPerf,1306,3,4,16,cubic,Nagle disabled,63858278.4,0
1307,IPerf,1307,4,4,16,cubic,Nagle disabled,95734988.8,0
1308,IPerf,1308,5,4,16,cubic,Nagle disabled,137363456.0,0
1309,IPerf,1309,6,4,16,cubic,Nagle disabled,163577856.0,0
1310,IPerf,1310,7,4,16,cubic,Nagle disabled,189792256.0,0
1311,IPerf,1311,8,4,16,cubic,Nagle disabled,227540992.0,0
1312,IPerf,1312,1,5,16,cubic,Nagle disabled,22229811.2,0
1313,IPerf,1313,2,5,16,cubic,Nagle disabled,38273024.0,0
1314,IPerf,1314,3,5,16,cubic,Nagle disabled,58929971.2,0
1315,IPerf,1315,4,5,16,cubic,Nagle disabled,91435827.2,0
1316,IPerf,1316,5,5,16,cubic,Nagle disabled,114294784.0,0
1317,IPerf,1317,6,5,16,cubic,Nagle disabled,125829120.0,0
1318,IPerf,1318,7,5,16,cubic,Nagle disabled,158334976.0,0
1319,IPerf,1319,8,5,16,cubic,Nagle disabled,206569472.0,0
1320,IPerf,1320,1,6,16,cubic,Nagle disabled,18979225.6,0
1321,IPerf,1321,2,6,16,cubic,Nagle disabled,39845888.0,0
1322,IPerf,1322,3,6,16,cubic,Nagle disabled,60083404.8,0
1323,IPerf,1323,4,6,16,cubic,Nagle disabled,81369497.6,0
1324,IPerf,1324,5,6,16,cubic,Nagle disabled,113246208.0,0
1325,IPerf,1325,6,6,16,cubic,Nagle disabled,135266304.0,0
1326,IPerf,1326,7,6,16,cubic,Nagle disabled,150994944.0,0
1327,IPerf,1327,8,6,16,cubic,Nagle disabled,185597952.0,0
1328,IPerf,1328,1,7,16,cubic,Nagle disabled,18559795.2,0
1329,IPerf,1329,2,7,16,cubic,Nagle disabled,40789606.4,0
1330,IPerf,1330,3,7,16,cubic,Nagle disabled,61970841.6,0
1331,IPerf,1331,4,7,16,cubic,Nagle disabled,88290099.2,0
1332,IPerf,1332,5,7,16,cubic,Nagle disabled,108003328.0,0
1333,IPerf,1333,6,7,16,cubic,Nagle disabled,135266304.0,0
1334,IPerf,1334,7,7,16,cubic,Nagle disabled,168820736.0,0
1335,IPerf,1335,8,7,16,cubic,Nagle disabled,187695104.0,0
1336,IPerf,1336,1,8,16,cubic,Nagle disabled,23383244.8,0
1337,IPerf,1337,2,8,16,cubic,Nagle disabled,39636172.8,0
1338,IPerf,1338,3,8,16,cubic,Nagle disabled,60083404.8,0
1339,IPerf,1339,4,8,16,cubic,Nagle disabled,88499814.4,0
1340,IPerf,1340,5,8,16,cubic,Nagle disabled,108003328.0,0
1341,IPerf,1341,6,8,16,cubic,Nagle disabled,146800640.0,0
1342,IPerf,1342,7,8,16,cubic,Nagle disabled,161480704.0,0
1343,IPerf,1343,8,8,16,cubic,Nagle disabled,205520896.0,0
1344,IPerf,1344,1,1,32,cubic,Nagle disabled,18979225.6,0
1345,IPerf,1345,2,1,32,cubic,Nagle disabled,47605350.4,0
1346,IPerf,1346,3,1,32,cubic,Nagle disabled,75392614.4,0
1347,IPerf,1347,4,1,32,cubic,Nagle disabled,104752742.4,0
1348,IPerf,1348,5,1,32,cubic,Nagle disabled,118489088.0,0
1349,IPerf,1349,6,1,32,cubic,Nagle disabled,150994944.0,0
1350,IPerf,1350,7,1,32,cubic,Nagle disabled,180355072.0,0
1351,IPerf,1351,8,1,32,cubic,Nagle disabled,202375168.0,0
1352,IPerf,1352,1,2,32,cubic,Nagle disabled,19608371.2,0
1353,IPerf,1353,2,2,32,cubic,Nagle disabled,47919923.2,0
1354,IPerf,1354,3,2,32,cubic,Nagle disabled,74448896.0,0
1355,IPerf,1355,4,2,32,cubic,Nagle disabled,96573849.6,0
1356,IPerf,1356,5,2,32,cubic,Nagle disabled,130023424.0,0
1357,IPerf,1357,6,2,32,cubic,Nagle disabled,134217728.0,0
1358,IPerf,1358,7,2,32,cubic,Nagle disabled,165675008.0,0
1359,IPerf,1359,8,2,32,cubic,Nagle disabled,190840832.0,0
1360,IPerf,1360,1,3,32,cubic,Nagle disabled,20132659.2,0
1361,IPerf,1361,2,3,32,cubic,Nagle disabled,42572185.6,0
1362,IPerf,1362,3,3,32,cubic,Nagle disabled,66899148.8,0
1363,IPerf,1363,4,3,32,cubic,Nagle disabled,101397299.2,0
1364,IPerf,1364,5,3,32,cubic,Nagle disabled,113246208.0,0
1365,IPerf,1365,6,3,32,cubic,Nagle disabled,142606336.0,0
1366,IPerf,1366,7,3,32,cubic,Nagle disabled,175112192.0,0
1367,IPerf,1367,8,3,32,cubic,Nagle disabled,206569472.0,0
1368,IPerf,1368,1,4,32,cubic,Nagle disabled,19608371.2,0
1369,IPerf,1369,2,4,32,cubic,Nagle disabled,47710208.0,0
1370,IPerf,1370,3,4,32,cubic,Nagle disabled,69101158.4,0
1371,IPerf,1371,4,4,32,cubic,Nagle disabled,109051904.0,0
1372,IPerf,1372,5,4,32,cubic,Nagle disabled,139460608.0,0
1373,IPerf,1373,6,4,32,cubic,Nagle disabled,158334976.0,0
1374,IPerf,1374,7,4,32,cubic,Nagle disabled,190840832.0,0
1375,IPerf,1375,8,4,32,cubic,Nagle disabled,213909504.0,0
1376,IPerf,1376,1,5,32,cubic,Nagle disabled,19188940.8,0
1377,IPerf,1377,2,5,32,cubic,Nagle disabled,40999321.6,0
1378,IPerf,1378,3,5,32,cubic,Nagle disabled,61656268.8,0
1379,IPerf,1379,4,5,32,cubic,Nagle disabled,90911539.2,0
1380,IPerf,1380,5,5,32,cubic,Nagle disabled,112197632.0,0
1381,IPerf,1381,6,5,32,cubic,Nagle disabled,146800640.0,0
1382,IPerf,1382,7,5,32,cubic,Nagle disabled,179306496.0,0
1383,IPerf,1383,8,5,32,cubic,Nagle disabled,211812352.0,0
1384,IPerf,1384,1,6,32,cubic,Nagle disabled,20656947.2,0
1385,IPerf,1385,2,6,32,cubic,Nagle disabled,40684748.8,0
1386,IPerf,1386,3,6,32,cubic,Nagle disabled,63019417.6,0
1387,IPerf,1387,4,6,32,cubic,Nagle disabled,83047219.2,0
1388,IPerf,1388,5,6,32,cubic,Nagle disabled,108003328.0,0
1389,IPerf,1389,6,6,32,cubic,Nagle disabled,135266304.0,0
1390,IPerf,1390,7,6,32,cubic,Nagle disabled,166723584.0,0
1391,IPerf,1391,8,6,32,cubic,Nagle disabled,173015040.0,0
1392,IPerf,1392,1,7,32,cubic,Nagle disabled,19608371.2,0
1393,IPerf,1393,2,7,32,cubic,Nagle disabled,41523609.6,0
1394,IPerf,1394,3,7,32,cubic,Nagle disabled,64382566.4,0
1395,IPerf,1395,4,7,32,cubic,Nagle disabled,91435827.2,0
1396,IPerf,1396,5,7,32,cubic,Nagle disabled,108003328.0,0
1397,IPerf,1397,6,7,32,cubic,Nagle disabled,135266304.0,0
1398,IPerf,1398,7,7,32,cubic,Nagle disabled,162529280.0,0
1399,IPerf,1399,8,7,32,cubic,Nagle disabled,212860928.0,0
1400,IPerf,1400,1,8,32,cubic,Nagle disabled,19188940.8,0
1401,IPerf,1401,2,8,32,cubic,Nagle disabled,41523609.6,0
1402,IPerf,1402,3,8,32,cubic,Nagle disabled,62285414.4,0
1403,IPerf,1403,4,8,32,cubic,Nagle disabled,85563801.6,0
1404,IPerf,1404,5,8,32,cubic,Nagle disabled,112197632.0,0
1405,IPerf,1405,6,8,32,cubic,Nagle disabled,137363456.0,0
1406,IPerf,1406,7,8,32,cubic,Nagle disabled,156237824.0,0
1407,IPerf,1407,8,8,32,cubic,Nagle disabled,183500800.0,0
1408,IPerf,1408,1,1,64,cubic,Nagle disabled,38547331481.6,0
1409,IPerf,1409,2,1,64,cubic,Nagle disabled,44238163148.8,0
1410,IPerf,1410,3,1,64,cubic,Nagle disabled,41231686041.6,0
1411,IPerf,1411,4,1,64,cubic,Nagle disabled,11703785881.6,0
1412,IPerf,1412,5,1,64,cubic,Nagle disabled,11703785881.6,0
1413,IPerf,1413,6,1,64,cubic,Nagle disabled,19112604467.2,0
1414,IPerf,1414,7,1,64,cubic,Nagle disabled,12992276070.4,0
1415,IPerf,1415,8,1,64,cubic,Nagle disabled,15784004812.8,0
1416,IPerf,1416,1,2,64,cubic,Nagle disabled,38439957299.2,0
1417,IPerf,1417,2,2,64,cubic,Nagle disabled,75806172774.4,0
1418,IPerf,1418,3,2,64,cubic,Nagle disabled,74732430950.4,0
1419,IPerf,1419,4,2,64,cubic,Nagle disabled,71511205478.4,0
1420,IPerf,1420,5,2,64,cubic,Nagle disabled,67753109094.4,0
1421,IPerf,1421,6,2,64,cubic,Nagle disabled,63350767616.0,0
1422,IPerf,1422,7,2,64,cubic,Nagle disabled,53364968652.8,0
1423,IPerf,1423,8,2,64,cubic,Nagle disabled,50036368998.4,0
1424,IPerf,1424,1,3,64,cubic,Nagle disabled,38439957299.2,0
1425,IPerf,1425,2,3,64,cubic,Nagle disabled,74947179315.2,0
1426,IPerf,1426,3,3,64,cubic,Nagle disabled,98891621990.4,0
1427,IPerf,1427,4,3,64,cubic,Nagle disabled,102112847462.4,0
1428,IPerf,1428,5,3,64,cubic,Nagle disabled,103293963468.8,0
1429,IPerf,1429,6,3,64,cubic,Nagle disabled,99106370355.2,0
1430,IPerf,1430,7,3,64,cubic,Nagle disabled,94381906329.6,0
1431,IPerf,1431,8,3,64,cubic,Nagle disabled,94059783782.4,0
1432,IPerf,1432,1,4,64,cubic,Nagle disabled,38654705664.0,0
1433,IPerf,1433,2,4,64,cubic,Nagle disabled,75376676044.8,0
1434,IPerf,1434,3,4,64,cubic,Nagle disabled,98676873625.6,0
1435,IPerf,1435,4,4,64,cubic,Nagle disabled,115964116992.0,0
1436,IPerf,1436,5,4,64,cubic,Nagle disabled,113816633344.0,0
1437,IPerf,1437,6,4,64,cubic,Nagle disabled,104260331110.4,0
1438,IPerf,1438,7,4,64,cubic,Nagle disabled,97173635072.0,0
1439,IPerf,1439,8,4,64,cubic,Nagle disabled,92019674316.8,0
1440,IPerf,1440,1,5,64,cubic,Nagle disabled,38547331481.6,0
1441,IPerf,1441,2,5,64,cubic,Nagle disabled,75806172774.4,0
1442,IPerf,1442,3,5,64,cubic,Nagle disabled,108447924224.0,0
1443,IPerf,1443,4,5,64,cubic,Nagle disabled,124554051584.0,0
1444,IPerf,1444,5,5,64,cubic,Nagle disabled,149250113536.0,0
1445,IPerf,1445,6,5,64,cubic,Nagle disabled,159987531776.0,0
1446,IPerf,1446,7,5,64,cubic,Nagle disabled,150323855360.0,0
1447,IPerf,1447,8,5,64,cubic,Nagle disabled,149250113536.0,0
1448,IPerf,1448,1,6,64,cubic,Nagle disabled,38547331481.6,0
1449,IPerf,1449,2,6,64,cubic,Nagle disabled,68719476736.0,0
1450,IPerf,1450,3,6,64,cubic,Nagle disabled,111669149696.0,0
1451,IPerf,1451,4,6,64,cubic,Nagle disabled,146028888064.0,0
1452,IPerf,1452,5,6,64,cubic,Nagle disabled,158913789952.0,0
1453,IPerf,1453,6,6,64,cubic,Nagle disabled,187904819200.0,0
1454,IPerf,1454,7,6,64,cubic,Nagle disabled,183609851904.0,0
1455,IPerf,1455,8,6,64,cubic,Nagle disabled,179314884608.0,0
1456,IPerf,1456,1,7,64,cubic,Nagle disabled,38439957299.2,0
1457,IPerf,1457,2,7,64,cubic,Nagle disabled,74517682585.6,0
1458,IPerf,1458,3,7,64,cubic,Nagle disabled,109521666048.0,0
1459,IPerf,1459,4,7,64,cubic,Nagle disabled,138512695296.0,0
1460,IPerf,1460,5,7,64,cubic,Nagle disabled,167503724544.0,0
1461,IPerf,1461,6,7,64,cubic,Nagle disabled,179314884608.0,0
1462,IPerf,1462,7,7,64,cubic,Nagle disabled,206158430208.0,0
1463,IPerf,1463,8,7,64,cubic,Nagle disabled,212600881152.0,0
1464,IPerf,1464,1,8,64,cubic,Nagle disabled,38225208934.4,0
1465,IPerf,1465,2,8,64,cubic,Nagle disabled,70437463654.4,0
1466,IPerf,1466,3,8,64,cubic,Nagle disabled,107374182400.0,0
1467,IPerf,1467,4,8,64,cubic,Nagle disabled,140660178944.0,0
1468,IPerf,1468,5,8,64,cubic,Nagle disabled,165356240896.0,0
